page_num,page,title,date,type,value
93,https://www.pm.gov.au/media?page=93/,Press Conference - Parliament House,12 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-parliament-house-4
93,https://www.pm.gov.au/media?page=93/,Economic Stimulus Package,12 Mar 2020,Media release,https://www.pm.gov.au/media/economic-stimulus-package
93,https://www.pm.gov.au/media?page=93/,"Interview with Thomas Oriti, ABC AM",12 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-thomas-oriti-abc-am
94,https://www.pm.gov.au/media?page=94/,"Interview with David Koch and Sam Armytage, Sunrise",12 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-david-koch-and-sam-armytage-sunrise-0
94,https://www.pm.gov.au/media?page=94/,"Interview with Karl Stefanovic and Allison Langdon, Today",12 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-and-allison-langdon-today-0
94,https://www.pm.gov.au/media?page=94/,"Interview with Peta Credlin, Sky News",11 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-peta-credlin-sky-news-0
94,https://www.pm.gov.au/media?page=94/,"Press Conference - Australian Parliament House, ACT",11 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-8
94,https://www.pm.gov.au/media?page=94/,Major earthworks at Western Sydney International Airport kicks off,11 Mar 2020,Media release,https://www.pm.gov.au/media/major-earthworks-western-sydney-international-airport-kicks
94,https://www.pm.gov.au/media?page=94/,$2.4 Billion health plan to fight COVID-19,11 Mar 2020,Media release,https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19
94,https://www.pm.gov.au/media?page=94/,"Q&A, AFR Business Summit - Sydney, NSW",10 Mar 2020,Transcript,https://www.pm.gov.au/media/qa-afr-business-summit-sydney-nsw
94,https://www.pm.gov.au/media?page=94/," Speech, AFR Business Summit - Sydney, NSW",10 Mar 2020,Speech,https://www.pm.gov.au/media/speech-afr-business-summit-sydney-nsw
94,https://www.pm.gov.au/media?page=94/,"Remarks, Qantas Recognition Event - Sydney, NSW",09 Mar 2020,Transcript,https://www.pm.gov.au/media/remarks-qantas-recognition-event-sydney-nsw
95,https://www.pm.gov.au/media?page=95/,Australia welcomes the start of MH17 trials in the Netherlands,07 Mar 2020,Media release,https://www.pm.gov.au/media/australia-welcomes-start-mh17-trials-netherlands
95,https://www.pm.gov.au/media?page=95/,Coronavirus public health partnership with the states - Commonwealth to meet 50 per cent of state costs,06 Mar 2020,Media release,https://www.pm.gov.au/media/coronavirus-public-health-partnership-states-commonwealth-meet-50-cent-state-costs
95,https://www.pm.gov.au/media?page=95/,"Press Conference - Australian Parliament House, ACT",06 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-7
95,https://www.pm.gov.au/media?page=95/,Press Conference - Parliament House,05 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-parliament-house-3
95,https://www.pm.gov.au/media?page=95/,Update on Novel Coronavirus (COVID-19) in Australia,05 Mar 2020,Media release,https://www.pm.gov.au/media/update-novel-coronavirus-covid-19-australia-0
95,https://www.pm.gov.au/media?page=95/," Interview with Alan Jones, 2GB",04 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-4
95,https://www.pm.gov.au/media?page=95/,"Press Conference - Australian Parliament House, ACT ",03 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-6
95,https://www.pm.gov.au/media?page=95/,"Interview with Ben Fordham, 2GB",03 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-2
95,https://www.pm.gov.au/media?page=95/,"Interview with Tom Elliott, 3AW",03 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-tom-elliott-3aw
96,https://www.pm.gov.au/media?page=96/,"Interview with Oliver Peterson, 6PR",03 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-oliver-peterson-6pr
96,https://www.pm.gov.au/media?page=96/,"Interview with Leila McKinnon, A Current Affair - Channel 9",03 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-leila-mckinnon-current-affair-channel-9
96,https://www.pm.gov.au/media?page=96/," Interview with Leigh Sales, 7.30 - ABC",03 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-leigh-sales-730-abc
96,https://www.pm.gov.au/media?page=96/," Speech, National Plastics Summit - Australian Parliament House, ACT",02 Mar 2020,Speech,https://www.pm.gov.au/media/speech-national-plastics-summit-australian-parliament-house-act
96,https://www.pm.gov.au/media?page=96/,Update on Novel Coronavirus (COVID-19) in Australia,29 Feb 2020,Media release,https://www.pm.gov.au/media/update-novel-coronavirus-covid-19-australia
96,https://www.pm.gov.au/media?page=96/,"Press Conference - Kirribilli, NSW",28 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-kirribilli-nsw-0
96,https://www.pm.gov.au/media?page=96/,"Interview with Neil Mitchell, 3AW",28 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-2
96,https://www.pm.gov.au/media?page=96/,"Interview with Sabra Lane, ABC AM",28 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-abc-am-3
96,https://www.pm.gov.au/media?page=96/,"Interview with Karl Stefanovic and Allison Langdon, Today",28 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-and-allison-langdon-today
97,https://www.pm.gov.au/media?page=97/," Interview with Michael Rowland, ABC Breakfast",28 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-michael-rowland-abc-breakfast
97,https://www.pm.gov.au/media?page=97/,"Interview with Alan Jones, 2GB",28 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-3
97,https://www.pm.gov.au/media?page=97/,Joint Statement by Prime Ministers The Hon Scott Morrison MP and RT Hon Jacinda Ardern,28 Feb 2020,Media statement,https://www.pm.gov.au/media/joint-statement-prime-ministers-hon-scott-morrison-mp-and-rt-hon-jacinda-ardern
97,https://www.pm.gov.au/media?page=97/,Press Conference - Australian Parliament House,27 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-4
97,https://www.pm.gov.au/media?page=97/,"Remarks, Vigil for Hannah Clarke and Children",26 Feb 2020,Transcript,https://www.pm.gov.au/media/remarks-vigil-hannah-clarke-and-children
97,https://www.pm.gov.au/media?page=97/,Press conference - Parliament House,25 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-parliament-house-2
97,https://www.pm.gov.au/media?page=97/,"Remarks, Ovarian Cancer Australia Teal Ribbon Breakfast",25 Feb 2020,Transcript,https://www.pm.gov.au/media/remarks-ovarian-cancer-australia-teal-ribbon-breakfast
97,https://www.pm.gov.au/media?page=97/,"Doorstop Interview - Australian Parliament House, ACT",25 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-australian-parliament-house-act
97,https://www.pm.gov.au/media?page=97/,"Statement on Indulgence - Australian Parliament House, ACT",24 Feb 2020,Transcript,https://www.pm.gov.au/media/statement-indulgence-australian-parliament-house-act
98,https://www.pm.gov.au/media?page=98/,Statement On Indulgence - Domestic violence,24 Feb 2020,Speech,https://www.pm.gov.au/media/statement-indulgence-domestic-violence
98,https://www.pm.gov.au/media?page=98/,Bushfire Memorial Service,23 Feb 2020,Transcript,https://www.pm.gov.au/media/bushfire-memorial-service
98,https://www.pm.gov.au/media?page=98/,Visit to Australia by the Prime Minister of New Zealand,21 Feb 2020,Media statement,https://www.pm.gov.au/media/visit-australia-prime-minister-new-zealand
98,https://www.pm.gov.au/media?page=98/,"Doorstop - Katherine, NT",21 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-katherine-nt
98,https://www.pm.gov.au/media?page=98/,"Remarks, Official Opening of the New Air Combat Capability Facility - Katherine, NT",21 Feb 2020,Transcript,https://www.pm.gov.au/media/remarks-official-opening-new-air-combat-capability-facility-katherine-nt
98,https://www.pm.gov.au/media?page=98/,$1.6 billion to upgrade RAAF Base Tindal to protect Australians and create jobs,21 Feb 2020,Media release,https://www.pm.gov.au/media/16-billion-upgrade-raaf-base-tindal-protect-australians-and-create-jobs
98,https://www.pm.gov.au/media?page=98/,"Press Conference - Sydney, NSW",20 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-sydney-nsw-4
98,https://www.pm.gov.au/media?page=98/,National Royal Commission into Black Summer bushfires established,20 Feb 2020,Media release,https://www.pm.gov.au/media/national-royal-commission-black-summer-bushfires-established
98,https://www.pm.gov.au/media?page=98/,"Doorstop - Oran Park, NSW",20 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-oran-park-nsw
99,https://www.pm.gov.au/media?page=99/,"Remarks, Opening of DPN Casa Capace Specialist Disability Accommodation Pilot - Oran Park, NSW",20 Feb 2020,Transcript,https://www.pm.gov.au/media/opening-dpn-casa-capace
99,https://www.pm.gov.au/media?page=99/,Visit to Australia by the President of the State of Israel,20 Feb 2020,Media release,https://www.pm.gov.au/media/visit-australia-president-state-israel
99,https://www.pm.gov.au/media?page=99/,Continuing travel ban to protect Australians from the coronavirus,20 Feb 2020,Media release,https://www.pm.gov.au/media/continuing-travel-ban-protect-australians-coronavirus
99,https://www.pm.gov.au/media?page=99/,"Address, Australian Space Forum",19 Feb 2020,Transcript,https://www.pm.gov.au/media/address-australian-space-forum
99,https://www.pm.gov.au/media?page=99/,"Doorstop - Adelaide, SA",19 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-adelaide-sa-0
99,https://www.pm.gov.au/media?page=99/,Space Agency touches down at Adelaide home base,19 Feb 2020,Media release,https://www.pm.gov.au/media/space-agency-touches-down-adelaide-home-base
99,https://www.pm.gov.au/media?page=99/,"Doorstop - Melbourne, VIC",18 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-melbourne-vic
99,https://www.pm.gov.au/media?page=99/,Backing important coronavirus research,18 Feb 2020,Media release,https://www.pm.gov.au/media/backing-important-coronavirus-research
99,https://www.pm.gov.au/media?page=99/,"Press Conference - Melbourne, VIC",17 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-melbourne-vic-0
100,https://www.pm.gov.au/media?page=100/,"Doorstop - Officer, VIC",17 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-officer-vic
100,https://www.pm.gov.au/media?page=100/,Extension of travel ban to protect Australians from the coronavirus,13 Feb 2020,Media release,https://www.pm.gov.au/media/extension-travel-ban-protect-australians-coronavirus
100,https://www.pm.gov.au/media?page=100/,"Press Conference - Australian Parliament House, ACT",13 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-5
100,https://www.pm.gov.au/media?page=100/,Doorstop Interview - Australian Parliament House,13 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-australian-parliament-house
100,https://www.pm.gov.au/media?page=100/,"Remarks, UN International Women's Day Breakfast - Australian Parliament House, ACT",13 Feb 2020,Speech,https://www.pm.gov.au/media/remarks-un-international-womens-day-breakfast
100,https://www.pm.gov.au/media?page=100/,"Address, Closing the Gap Statement to Parliament",12 Feb 2020,Speech,https://www.pm.gov.au/media/address-closing-gap-statement-parliament
100,https://www.pm.gov.au/media?page=100/,Closing the Gap,12 Feb 2020,Speech,https://www.pm.gov.au/media/closing-gap
100,https://www.pm.gov.au/media?page=100/,Keeping Australians safe online,11 Feb 2020,Media release,https://www.pm.gov.au/media/keeping-australians-safe-online
100,https://www.pm.gov.au/media?page=100/, Joint statements with the President of the Republic of Indonesia,10 Feb 2020,Transcript,https://www.pm.gov.au/media/joint-statements-president-republic-indonesia
101,https://www.pm.gov.au/media?page=101/,"Remarks, Bilateral meeting with the President of the Republic of Indonesia",10 Feb 2020,Transcript,https://www.pm.gov.au/media/remarks-bilateral-meeting-president-republic-indonesia
101,https://www.pm.gov.au/media?page=101/,Speech before the Address by the President of Indonesia,10 Feb 2020,Speech,https://www.pm.gov.au/media/speech-address-president-indonesia
101,https://www.pm.gov.au/media?page=101/,Joint Statement,10 Feb 2020,Media statement,https://www.pm.gov.au/media/joint-statement-0
101,https://www.pm.gov.au/media?page=101/,"Doorstop - Townsville, QLD",07 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-townsville-qld
101,https://www.pm.gov.au/media?page=101/, Supporting at risk veterans transitioning to civilian life,07 Feb 2020,Media release,https://www.pm.gov.au/media/supporting-risk-veterans-transitioning-civilian-life
101,https://www.pm.gov.au/media?page=101/,Press Conference - Parliament House,06 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-parliament-house-1
101,https://www.pm.gov.au/media?page=101/,State Visit to Australia by the President of the Republic of Indonesia,06 Feb 2020,Media release,https://www.pm.gov.au/media/state-visit-australia-president-republic-indonesia
101,https://www.pm.gov.au/media?page=101/,"Interview with Alan Jones, 2GB",06 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-2
101,https://www.pm.gov.au/media?page=101/,Press Conference - Announcement of National Commissioner for defence and veteran suicides,05 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-announcement-national-commissioner-defence-and-veteran-suicides
102,https://www.pm.gov.au/media?page=102/,Interview with Jonesy & Amanda,05 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-jonesy-amanda
102,https://www.pm.gov.au/media?page=102/,Powerful new body to tackle ADF and veteran suicides,05 Feb 2020,Media release,https://www.pm.gov.au/media/powerful-new-body-tackle-adf-and-veteran-suicides
102,https://www.pm.gov.au/media?page=102/,Interview on Today,05 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-today-0
102,https://www.pm.gov.au/media?page=102/,Interview on Sunrise,05 Feb 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-1
102,https://www.pm.gov.au/media?page=102/,Bushfire Condolence Motion,04 Feb 2020,Transcript,https://www.pm.gov.au/media/bushfire-condolence-motion
102,https://www.pm.gov.au/media?page=102/,Condolence - Bushfires,04 Feb 2020,Speech,https://www.pm.gov.au/media/condolence-bushfires
102,https://www.pm.gov.au/media?page=102/,"Doorstop - Canberra, ACT ",04 Feb 2020,Transcript,https://www.pm.gov.au/media/doorstop-canberra-act-2
102,https://www.pm.gov.au/media?page=102/,"Address, Last Post Ceremony - Australian War Memorial, ACT",03 Feb 2020,Transcript,https://www.pm.gov.au/media/address-last-post-ceremony-australian-war-memorial-act
102,https://www.pm.gov.au/media?page=102/,"Press Conference - Australian Parliament House, ACT ",02 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-4
103,https://www.pm.gov.au/media?page=103/,Updated travel advice to protect Australians from the novel coronavirus,01 Feb 2020,Media release,https://www.pm.gov.au/media/updated-travel-advice-protect-australians-novel-coronavirus
103,https://www.pm.gov.au/media?page=103/,"Press Conference - Sydney, NSW",01 Feb 2020,Transcript,https://www.pm.gov.au/media/press-conference-sydney-nsw-3
103,https://www.pm.gov.au/media?page=103/,"Press Conference - Sydney, NSW",31 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-sydney-nsw-2
103,https://www.pm.gov.au/media?page=103/,NSW energy deal to reduce power prices and emissions,31 Jan 2020,Media release,https://www.pm.gov.au/media/nsw-energy-deal-reduce-power-prices-and-emissions
103,https://www.pm.gov.au/media?page=103/,NSW bushfire clean-up contractor announced,30 Jan 2020,Media release,https://www.pm.gov.au/media/nsw-bushfire-clean-contractor-announced
103,https://www.pm.gov.au/media?page=103/,"Q&A, National Press Club - National Press Club, ACT",29 Jan 2020,Transcript,https://www.pm.gov.au/qa-national-press-club
103,https://www.pm.gov.au/media?page=103/,Assisted departure and strict quarantine for Australians from Wuhan/Hubei,29 Jan 2020,Media release,https://www.pm.gov.au/media/assisted-departure-and-strict-quarantine-australians-wuhanhubei
103,https://www.pm.gov.au/media?page=103/,"Press Conference, Australian Parliament House, ACT",29 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-3
103,https://www.pm.gov.au/media?page=103/,"Address, National Press Club",29 Jan 2020,Transcript,https://www.pm.gov.au/media/address-national-press-club
104,https://www.pm.gov.au/media?page=104/,Doorstop Interview,28 Jan 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-1
104,https://www.pm.gov.au/media?page=104/,More support for communities affected by drought,28 Jan 2020,Media release,https://www.pm.gov.au/media/more-support-communities-affected-drought
104,https://www.pm.gov.au/media?page=104/,"Remarks, Drought Advisory Board Meeting",28 Jan 2020,Transcript,https://www.pm.gov.au/media/remarks-drought-advisory-board-meeting
104,https://www.pm.gov.au/media?page=104/,Media Statement,27 Jan 2020,Media release,https://www.pm.gov.au/media/media-statement-1
104,https://www.pm.gov.au/media?page=104/,Medal to recognise bushfire emergency responders,26 Jan 2020,Media release,https://www.pm.gov.au/media/medal-recognise-bushfire-emergency-responders
104,https://www.pm.gov.au/media?page=104/,"Address, National Flag Raising and Citizenship Ceremony",26 Jan 2020,Transcript,https://www.pm.gov.au/media/address-national-flag-raising-and-citizenship-ceremony
104,https://www.pm.gov.au/media?page=104/,"Remarks, Traditional Water Blessing Ceremony",25 Jan 2020,Transcript,https://www.pm.gov.au/media/remarks-traditional-water-blessing-ceremony
104,https://www.pm.gov.au/media?page=104/,"Remarks, Australian of the Year Recipients Morning Tea",25 Jan 2020,Media release,https://www.pm.gov.au/media/remarks-australian-year-recipients-morning-tea
104,https://www.pm.gov.au/media?page=104/,Australian of the Year Awards,25 Jan 2020,Speech,https://www.pm.gov.au/media/australian-year-awards
105,https://www.pm.gov.au/media?page=105/,Compulsory Reserve call out to become voluntary,23 Jan 2020,Media release,https://www.pm.gov.au/media/compulsory-reserve-call-out-become-voluntary
105,https://www.pm.gov.au/media?page=105/,Press Conference - Parliament House,23 Jan 2020,Media release,https://www.pm.gov.au/media/press-conference-parliament-house-0
105,https://www.pm.gov.au/media?page=105/,Communique - Coalition of Aboriginal and Torres Strait Islander Peak Organisations,23 Jan 2020,Media release,https://www.pm.gov.au/media/communique-coalition-aboriginal-and-torres-strait-islander-peak-organisations
105,https://www.pm.gov.au/media?page=105/,"Remarks, Indigenous Peak Bodies Roundtable",23 Jan 2020,Transcript,https://www.pm.gov.au/media/remarks-indigenous-peak-bodies-roundtable
105,https://www.pm.gov.au/media?page=105/,Prime Minister's Veterans' Employment Awards Finalists,22 Jan 2020,Media release,https://www.pm.gov.au/media/prime-ministers-veterans-employment-awards-finalists
105,https://www.pm.gov.au/media?page=105/,Prime Minister's Literary Awards open for entries,22 Jan 2020,Media release,https://www.pm.gov.au/media/prime-ministers-literary-awards-open-entries-0
105,https://www.pm.gov.au/media?page=105/,Secretary of the Department of Health,22 Jan 2020,Media statement,https://www.pm.gov.au/media/secretary-department-health
105,https://www.pm.gov.au/media?page=105/,"Interview with Peta Credlin, Sky News",21 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-peta-credlin-sky-news
105,https://www.pm.gov.au/media?page=105/,Press Conference - Australian Parliament House,20 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-3
106,https://www.pm.gov.au/media?page=106/,"Interview with Ray Hadley, 2GB",20 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-2gb-0
106,https://www.pm.gov.au/media?page=106/,"Interview with Neil Mitchell, 3AW",20 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-1
106,https://www.pm.gov.au/media?page=106/,"Interview with Sabra Lane, ABC AM",20 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-abc-am-2
106,https://www.pm.gov.au/media?page=106/,"Interview with David Koch and Sam Armytage, Sunrise",20 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-david-koch-and-sam-armytage-sunrise
106,https://www.pm.gov.au/media?page=106/,"Interview with Allison Langdon and Karl Stefanovic, Today",20 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-allison-langdon-and-karl-stefanovic-today
106,https://www.pm.gov.au/media?page=106/, Immediate small business support for bushfire affected communities,20 Jan 2020,Media release,https://www.pm.gov.au/media/immediate-small-business-support-bushfire-affected-communities
106,https://www.pm.gov.au/media?page=106/,Rebuilding Australian tourism,19 Jan 2020,Media release,https://www.pm.gov.au/media/rebuilding-australian-tourism
106,https://www.pm.gov.au/media?page=106/,"Remarks, Bushfire Relief and Recovery Efforts Peak Body Roundtable, Australian Parliament House, ACT",17 Jan 2020,Media release,https://www.pm.gov.au/media/remarks-bushfire-relief-and-recovery-efforts-peak-body-roundtable-australian-parliament-house
106,https://www.pm.gov.au/media?page=106/,"Remarks, Bushfire Relief & Recovery Efforts Charity Roundtable - Australian Parliament House, ACT",16 Jan 2020,Transcript,https://www.pm.gov.au/media/remarks-bushfire-relief-recovery-efforts-charity-roundtable-australian-parliament-house-act
107,https://www.pm.gov.au/media?page=107/,"Press Conference - Australian Parliament House, ACT",15 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-2
107,https://www.pm.gov.au/media?page=107/,Delivering more immediate support to Australians impacted by bushfires,15 Jan 2020,Media release,https://www.pm.gov.au/media/delivering-more-immediate-support-australians-impacted-bushfires
107,https://www.pm.gov.au/media?page=107/,Resignation of Tasmanian Premier Will Hodgman,14 Jan 2020,Media statement,https://www.pm.gov.au/media/resignation-tasmanian-premier-will-hodgman
107,https://www.pm.gov.au/media?page=107/,"Remarks, Small Business Roundtable, Australian Parliament House",14 Jan 2020,Transcript,https://www.pm.gov.au/media/remarks-small-business-roundtable-australian-parliament-house
107,https://www.pm.gov.au/media?page=107/,Press Conference - Australian Parliament House,14 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-2
107,https://www.pm.gov.au/media?page=107/,Initial $100 million bushfire emergency support for primary producers,14 Jan 2020,Media release,https://www.pm.gov.au/media/initial-100-million-bushfire-emergency-support-primary-producers
107,https://www.pm.gov.au/media?page=107/,Press Conference - Australian Parliament House,12 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-1
107,https://www.pm.gov.au/media?page=107/,"Interview with David Speers, ABC Insiders",12 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-david-speers-abc-insiders
107,https://www.pm.gov.au/media?page=107/,Immediate mental health services deployed into fire affected communities,12 Jan 2020,Media release,https://www.pm.gov.au/media/immediate-mental-health-services-deployed-fire-affected-communities
108,https://www.pm.gov.au/media?page=108/,"Press Conference - Australian Parliament House, ACT",10 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-1
108,https://www.pm.gov.au/media?page=108/,"Interview with Heidi Murphy, 3AW",10 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-heidi-murphy-3aw
108,https://www.pm.gov.au/media?page=108/,"Interview with John Stanley, 2GB",10 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-john-stanley-2gb
108,https://www.pm.gov.au/media?page=108/,"Interview with Kim Landers, ABC AM",10 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-kim-landers-abc-am
108,https://www.pm.gov.au/media?page=108/,"Press Conference - Australian Parliament House, ACT",09 Jan 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-0
108,https://www.pm.gov.au/media?page=108/,Immediate financial support for bushfire affected communities,09 Jan 2020,Media release,https://www.pm.gov.au/media/immediate-financial-support-bushfire-affected-communities
108,https://www.pm.gov.au/media?page=108/,"Interview with Michael Rowland, ABC 7.30",09 Jan 2020,Transcript,https://www.pm.gov.au/media/interview-michael-rowland-abc-730
108,https://www.pm.gov.au/media?page=108/,Unfolding events in Iraq,08 Jan 2020,Media statement,https://www.pm.gov.au/media/unfolding-events-iraq
108,https://www.pm.gov.au/media?page=108/,Doorstop Interview,08 Jan 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-0
