page_num,page,title,date,type,value
56,https://www.pm.gov.au/media?page=56/,"Interview with Ben Fordham, 2GB",01 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-11
56,https://www.pm.gov.au/media?page=56/,Transforming Australian manufacturing to rebuild our economy,01 Oct 2020,Media release,https://www.pm.gov.au/media/transforming-australian-manufacturing-rebuild-our-economy
56,https://www.pm.gov.au/media?page=56/,Annual Ministerial Statement on Rural and Regional Budget Outcomes,30 Sep 2020,Media release,https://www.pm.gov.au/media/annual-ministerial-statement-rural-and-regional-budget-outcomes
57,https://www.pm.gov.au/media?page=57/,"Press Conference Australian Parliament House, ACT",29 Sep 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-25
57,https://www.pm.gov.au/media?page=57/,Digital Business Plan to Drive Australia's Economic Recovery,29 Sep 2020,Media release,https://www.pm.gov.au/media/digital-business-plan-drive-australias-economic-recovery
57,https://www.pm.gov.au/media?page=57/,United Nations 75th Anniversary Commemorative Event Monday 21 September 2020,29 Sep 2020,Transcript,https://www.pm.gov.au/media/united-nations-75th-anniversary-commemorative-event-monday-21-september-2020
57,https://www.pm.gov.au/media?page=57/,Victorian Restrictions Joint Statement,27 Sep 2020,Media statement,https://www.pm.gov.au/media/victorian-restrictions-joint-statement
57,https://www.pm.gov.au/media?page=57/,"Doorstop Interview Obourne, SA",27 Sep 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-obourne-sa
57,https://www.pm.gov.au/media?page=57/,The Hon Susan Ryan AO Statement,27 Sep 2020,Media statement,https://www.pm.gov.au/media/hon-susan-ryan-ao-statement
57,https://www.pm.gov.au/media?page=57/,SA Liberal State Council AGM,26 Sep 2020,Speech,https://www.pm.gov.au/media/sa-liberal-state-council-agm
57,https://www.pm.gov.au/media?page=57/,SA jobs boom as Osborne shipyard is completed ,26 Sep 2020,Media release,https://www.pm.gov.au/media/sa-jobs-boom-osborne-shipyard-completed
57,https://www.pm.gov.au/media?page=57/,"Our Common Hope, UN General Assembly National Statement",26 Sep 2020,Speech,https://www.pm.gov.au/media/our-common-hope-un-general-assembly-national-statement
58,https://www.pm.gov.au/media?page=58/,"Doorstop Interview - Osborne, SA",26 Sep 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-osborne-sa
58,https://www.pm.gov.au/media?page=58/,"Interview with Chris Kenny, Sky News Live",22 Sep 2020,Transcript,https://www.pm.gov.au/media/interview-chris-kenny-sky-news-live
58,https://www.pm.gov.au/media?page=58/,"City Deal to create 10,000 jobs and transform Perth CBD",20 Sep 2020,Media release,https://www.pm.gov.au/media/city-deal-create-10000-jobs-and-transform-perth-cbd
58,https://www.pm.gov.au/media?page=58/," Interview with David Speers, ABC",20 Sep 2020,Transcript,https://www.pm.gov.au/media/interview-david-speers-abc-200920
58,https://www.pm.gov.au/media?page=58/,World-class education campus to revitalise Perth's CBD,20 Sep 2020,Media release,https://www.pm.gov.au/media/world-class-education-campus-revitalise-perths-cbd
58,https://www.pm.gov.au/media?page=58/,National Cabinet,18 Sep 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-18sep20
58,https://www.pm.gov.au/media?page=58/," Press Conference - Sydney, NSW",18 Sep 2020,Transcript,https://www.pm.gov.au/media/press-conference-sydney-nsw-5
58,https://www.pm.gov.au/media?page=58/,Retirement of the Hon. Dr John McVeigh MP,18 Sep 2020,Media statement,https://www.pm.gov.au/media/retirement-hon-dr-john-mcveigh-mp
58,https://www.pm.gov.au/media?page=58/,$2 billion to extend critical health services across Australia,18 Sep 2020,Media release,https://www.pm.gov.au/media/2-billion-extend-critical-health-services-across-australia
59,https://www.pm.gov.au/media?page=59/,"Doorstop - Illawarra, NSW",17 Sep 2020,Transcript,https://www.pm.gov.au/media/doorstop-illawarra-nsw
59,https://www.pm.gov.au/media?page=59/,Interview on 4BC,17 Sep 2020,Transcript,https://www.pm.gov.au/media/interview-4bc
59,https://www.pm.gov.au/media?page=59/,Interview on Today,17 Sep 2020,Media release,https://www.pm.gov.au/media/interview-today-5
59,https://www.pm.gov.au/media?page=59/, Interview on Sunrise,17 Sep 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-5
59,https://www.pm.gov.au/media?page=59/,Investment in new energy technologies,17 Sep 2020,Media release,https://www.pm.gov.au/media/investment-new-energy-technologies
59,https://www.pm.gov.au/media?page=59/,Pandemic Leave Disaster Payment for Western Australia,16 Sep 2020,Media release,https://www.pm.gov.au/media/pandemic-leave-disaster-payment-western-australia
59,https://www.pm.gov.au/media?page=59/,"Q&A - Tomago, NSW",15 Sep 2020,Transcript,https://www.pm.gov.au/media/qa-tomago-nsw
59,https://www.pm.gov.au/media?page=59/,"National Energy Address - Tomago, NSW",15 Sep 2020,Transcript,https://www.pm.gov.au/media/national-energy-address-tomago-nsw
59,https://www.pm.gov.au/media?page=59/,"Ensuring affordable, reliable and secure electricity supply",15 Sep 2020,Media release,https://www.pm.gov.au/media/ensuring-affordable-reliable-and-secure-electricity-supply
60,https://www.pm.gov.au/media?page=60/,Gas-fired recovery,15 Sep 2020,Media release,https://www.pm.gov.au/media/gas-fired-recovery
60,https://www.pm.gov.au/media?page=60/,Boosting Australia's fuel security,14 Sep 2020,Media release,https://www.pm.gov.au/media/boosting-australias-fuel-security
60,https://www.pm.gov.au/media?page=60/,The Hon John Fahey AC,12 Sep 2020,Media statement,https://www.pm.gov.au/media/hon-john-fahey-ac
60,https://www.pm.gov.au/media?page=60/,Restarting Australia's business events sector,11 Sep 2020,Media release,https://www.pm.gov.au/media/restarting-australias-business-events-sector
60,https://www.pm.gov.au/media?page=60/,"Interview with Ray Hadley, 4BC",10 Sep 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-4bc
60,https://www.pm.gov.au/media?page=60/,"Interview with Peta Credlin, Sky News Live",10 Sep 2020,Transcript,https://www.pm.gov.au/media/interview-peta-credlin-sky-news-live
60,https://www.pm.gov.au/media?page=60/,"Press Conference - Australian Parliament House, ACT",07 Sep 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-070920
60,https://www.pm.gov.au/media?page=60/,Australia secures onshore manufacturing agreements for two COVID-19 vaccines,07 Sep 2020,Media release,https://www.pm.gov.au/media/australia-secures-onshore-manufacturing-agreements-two-covid-19-vaccines
60,https://www.pm.gov.au/media?page=60/,Initial Commonwealth response to Victorian Roadmap,06 Sep 2020,Media release,https://www.pm.gov.au/media/initial-commonwealth-response-victorian-roadmap
61,https://www.pm.gov.au/media?page=61/,National Cabinet,04 Sep 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-040920
61,https://www.pm.gov.au/media?page=61/,"Press Conference - Australian Parliament House, ACT",04 Sep 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-040920
61,https://www.pm.gov.au/media?page=61/,Prime Minister Shinzo Abe,28 Aug 2020,Media statement,https://www.pm.gov.au/media/prime-minister-shinzo-abe
61,https://www.pm.gov.au/media?page=61/,"Q&A - Daily Telegraph Bush Summit - Cooma, NSW",28 Aug 2020,Transcript,https://www.pm.gov.au/media/qa-daily-telegraph-bush-summit-cooma-nsw
61,https://www.pm.gov.au/media?page=61/,"Daily Telegraph Bush Summit - Cooma, NSW",28 Aug 2020,Speech,https://www.pm.gov.au/media/daily-telegraph-bush-summit-cooma-nsw
61,https://www.pm.gov.au/media?page=61/,Victorian border communities now eligible for pandemic leave disaster payment,28 Aug 2020,Media release,https://www.pm.gov.au/media/victorian-border-communities-now-eligible-pandemic-leave-disaster-payment
61,https://www.pm.gov.au/media?page=61/,"Interview with John Laws, 2SM",28 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-john-laws-2sm-0
61,https://www.pm.gov.au/media?page=61/,"Interview with Allison Langdon, Today",28 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-allison-langdon-today
61,https://www.pm.gov.au/media?page=61/,"Doorstop - Cooma, NSW",28 Aug 2020,Transcript,https://www.pm.gov.au/media/doorstop-cooma-nsw
62,https://www.pm.gov.au/media?page=62/,"Interview with Ben Fordham, 2GB",28 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-10
62,https://www.pm.gov.au/media?page=62/,"Interview with Samantha Armytage, Sunrise",28 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-samantha-armytage-sunrise-0
62,https://www.pm.gov.au/media?page=62/,"Interview with Paul Murray, Sky News",28 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-paul-murray-sky-news-3
62,https://www.pm.gov.au/media?page=62/,Statement On Indulgence - New Zealand,27 Aug 2020,Media release,https://www.pm.gov.au/media/statement-indulgence-new-zealand
62,https://www.pm.gov.au/media?page=62/,"Press conference - Australian Parliament House, ACT",27 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-27aug20
62,https://www.pm.gov.au/media?page=62/,Ensuring a consistent Australian foreign policy,27 Aug 2020,Media release,https://www.pm.gov.au/media/ensuring-consistent-australian-foreign-policy
62,https://www.pm.gov.au/media?page=62/," Doorstop - Fyshwick, ACT",26 Aug 2020,Transcript,https://www.pm.gov.au/media/doorstop-fyshwick-act
62,https://www.pm.gov.au/media?page=62/,Pandemic Leave Disaster Payment for Tasmania,26 Aug 2020,Media release,https://www.pm.gov.au/media/pandemic-leave-disaster-payment-tasmania
62,https://www.pm.gov.au/media?page=62/,$1B To Accelerate Defence Initiatives In Covid-19 Recovery,26 Aug 2020,Media release,https://www.pm.gov.au/media/1b-accelerate-defence-initiatives-covid-19-recovery
63,https://www.pm.gov.au/media?page=63/,"Statement On Indulgence - Australian Parliament House, ACT",24 Aug 2020,Transcript,https://www.pm.gov.au/media/statement-indulgence-australian-parliament-house-act-0
63,https://www.pm.gov.au/media?page=63/, Address and Q&A - Youth Futures Summit,24 Aug 2020,Transcript,https://www.pm.gov.au/media/address-and-qa-youth-futures-summit
63,https://www.pm.gov.au/media?page=63/,National Cabinet ,21 Aug 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-0
63,https://www.pm.gov.au/media?page=63/,Press Conference,21 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-1
63,https://www.pm.gov.au/media?page=63/,Reinforcement of Australia's aged care sector ,21 Aug 2020,Media release,https://www.pm.gov.au/media/reinforcement-australias-aged-care-sector
63,https://www.pm.gov.au/media?page=63/,"Press Conference - Macquarie Park, NSW",19 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-macquarie-park-nsw
63,https://www.pm.gov.au/media?page=63/,Interview with Studio 10,19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-studio-10-1
63,https://www.pm.gov.au/media?page=63/,New deal secures potential COVID-19 vaccine for every Australian,19 Aug 2020,Media release,https://www.pm.gov.au/media/new-deal-secures-potential-covid-19-vaccine-every-australian
63,https://www.pm.gov.au/media?page=63/,"Interview with Neil Mitchell, 3AW",19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-6
64,https://www.pm.gov.au/media?page=64/,"Interview with Sabra Lane, ABC AM",19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-abc-am-6
64,https://www.pm.gov.au/media?page=64/,"Interview with Michael Rowland, ABC News Breakfast",19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-michael-rowland-abc-news-breakfast-0
64,https://www.pm.gov.au/media?page=64/,"Interview with Karl Stefanovic and Alison Langdon, Today",19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-and-alison-langdon-today
64,https://www.pm.gov.au/media?page=64/,"Interview with Jim Wilson, 2GB",19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-jim-wilson-2gb-0
64,https://www.pm.gov.au/media?page=64/,"Interview with David Koch, Sunrise",19 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-david-koch-sunrise-8
64,https://www.pm.gov.au/media?page=64/,New mental health clinics to support Victorians during the COVID-19 pandemic,17 Aug 2020,Media release,https://www.pm.gov.au/media/new-mental-health-clinics-support-victorians-during-covid-19-pandemic
64,https://www.pm.gov.au/media?page=64/,"Commemorative Address - Australian War Memorial, ACT",15 Aug 2020,Transcript,https://www.pm.gov.au/media/commemorative-address-australian-war-memorial-act-150820
64,https://www.pm.gov.au/media?page=64/,"Interview with Chris Smith, 2GB",15 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-chris-smith-2gb
64,https://www.pm.gov.au/media?page=64/,Australia delivers humanitarian supplies to Beirut,15 Aug 2020,Media release,https://www.pm.gov.au/media/australia-delivers-humanitarian-supplies-beirut
65,https://www.pm.gov.au/media?page=65/,The Australian - 75th Anniversary of Victory in the Pacific,15 Aug 2020,Opinion,https://www.pm.gov.au/media/australian-75th-anniversary-victory-pacific
65,https://www.pm.gov.au/media?page=65/,"Press Conference - Australian Parliament House, ACT",14 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-24
65,https://www.pm.gov.au/media?page=65/,"Remarks, Launch of IBM & Soldier On's 'Skills Build Program'",14 Aug 2020,Transcript,https://www.pm.gov.au/media/remarks-launch-ibm-soldier-ons-skills-build-program
65,https://www.pm.gov.au/media?page=65/,Ordinary Seaman Edward 'Teddy' Sheean,12 Aug 2020,Media statement,https://www.pm.gov.au/media/ordinary-seaman-edward-teddy-sheean-120820
65,https://www.pm.gov.au/media?page=65/,"Press Conference - Australian Parliament House, ACT",10 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-10aug20
65,https://www.pm.gov.au/media?page=65/,Ordinary Seaman Edward 'Teddy' Sheean,10 Aug 2020,Media release,https://www.pm.gov.au/media/ordinary-seaman-edward-teddysheean
65,https://www.pm.gov.au/media?page=65/,"Press Conference - Australian Parliament House, ACT",07 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-7aug20
65,https://www.pm.gov.au/media?page=65/,National Cabinet,07 Aug 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-7aug2020
65,https://www.pm.gov.au/media?page=65/,More support for more businesses and workers,07 Aug 2020,Media release,https://www.pm.gov.au/media/more-support-more-businesses-and-workers
66,https://www.pm.gov.au/media?page=66/,"Interview with Oly Peterson, 6PR",07 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-oly-peterson-6pr
66,https://www.pm.gov.au/media?page=66/,"Interview with Ben Fordham, 2GB",07 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-9
66,https://www.pm.gov.au/media?page=66/,Press Conference - Australian Parliament House,06 Aug 2020,Media release,https://www.pm.gov.au/media/press-conference-australian-parliament-house-9
66,https://www.pm.gov.au/media?page=66/,Australia's 2020 Cyber Security Strategy,06 Aug 2020,Media release,https://www.pm.gov.au/media/australias-2020-cyber-security-strategy
66,https://www.pm.gov.au/media?page=66/,"Interview with Ray Hadley, 2GB",05 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-2gb-3
66,https://www.pm.gov.au/media?page=66/,Papua New Guinea-Australia Comprehensive Strategic and Economic Partnership ,05 Aug 2020,Media statement,https://www.pm.gov.au/media/papua-new-guinea-australia-comprehensive-strategic-and-economic-partnership
66,https://www.pm.gov.au/media?page=66/,"Support for Victorian families, childcare workers and services",05 Aug 2020,Media release,https://www.pm.gov.au/media/support-victorian-families-childcare-workers-and-services
66,https://www.pm.gov.au/media?page=66/,"Address, Aspen Security Forum - 'Tomorrow in the Indo-Pacific'",05 Aug 2020,Transcript,https://www.pm.gov.au/media/address-aspen-security-forum-tomorrow-indo-pacific
66,https://www.pm.gov.au/media?page=66/,"Q&A, Aspen Security Forum",05 Aug 2020,Transcript,https://www.pm.gov.au/media/qa-aspen-security-forum-0
67,https://www.pm.gov.au/media?page=67/,Interview on Sunrise,05 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-4
67,https://www.pm.gov.au/media?page=67/, Interview on Today,05 Aug 2020,Transcript,https://www.pm.gov.au/media/interview-today-4
67,https://www.pm.gov.au/media?page=67/,"Q&A, Aspen Security Forum",05 Aug 2020,Transcript,https://www.pm.gov.au/media/qa-aspen-security-forum
67,https://www.pm.gov.au/media?page=67/,Virtual Summit with the Prime Minister of Papua New Guinea,04 Aug 2020,Media statement,https://www.pm.gov.au/media/virtual-summit-prime-minister-papua-new-guinea
67,https://www.pm.gov.au/media?page=67/,"Press Conference - Australian Parliament House, ACT",03 Aug 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-3aug20
67,https://www.pm.gov.au/media?page=67/, One in a Million - Recognising our Second World War Veterans,02 Aug 2020,Media release,https://www.pm.gov.au/media/one-million-recognising-our-second-world-war-veterans
67,https://www.pm.gov.au/media?page=67/,"Interview with Ben Fordham, 2GB",31 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-8
67,https://www.pm.gov.au/media?page=67/,"Press Conference - Australian Parliament House, ACT",30 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-30jul20
67,https://www.pm.gov.au/media?page=67/,National Agreement on Closing the Gap,30 Jul 2020,Media release,https://www.pm.gov.au/media/national-agreement-closing-gap
68,https://www.pm.gov.au/media?page=68/,"Press Conference - Australian Parliament House, ACT",29 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-29jul20
68,https://www.pm.gov.au/media?page=68/,"Doorstop - Mooloolaba, QLD",28 Jul 2020,Transcript,https://www.pm.gov.au/media/doorstop-mooloolaba-qld
68,https://www.pm.gov.au/media?page=68/,"Press Conference - Sydney, NSW",27 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-sydney-nsw-27jul20
68,https://www.pm.gov.au/media?page=68/,COVID-19 Commission turns full focus on recovery,27 Jul 2020,Media release,https://www.pm.gov.au/media/covid-19-commission-turns-full-focus-recovery
68,https://www.pm.gov.au/media?page=68/," Press Conference - Australian Parliament House, ACT",24 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-24jul20
68,https://www.pm.gov.au/media?page=68/,National Cabinet,24 Jul 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-24jul20
68,https://www.pm.gov.au/media?page=68/,"Interview with Tracy Grimshaw, ACA",24 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-tracy-grimshaw-aca
68,https://www.pm.gov.au/media?page=68/,"Interview with Ben Fordham, 2GB",22 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-7
68,https://www.pm.gov.au/media?page=68/,"Interview with Leigh Sales, ABC 730",22 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-leigh-sales-abc-730-3
69,https://www.pm.gov.au/media?page=69/,"Press Conference - Australian Parliament House, ACT",21 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-21jul20
69,https://www.pm.gov.au/media?page=69/,JobKeeper payment and income support extended,21 Jul 2020,Media release,https://www.pm.gov.au/media/jobkeeper-payment-and-income-support-extended
69,https://www.pm.gov.au/media?page=69/,"Press Conference - Miranda, NSW",20 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-miranda-nsw
69,https://www.pm.gov.au/media?page=69/,"Press Conference - Molendinar, QLD",20 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-molendinar-qld
69,https://www.pm.gov.au/media?page=69/,Sitting of Parliament,18 Jul 2020,Media statement,https://www.pm.gov.au/media/sitting-parliament
69,https://www.pm.gov.au/media?page=69/,"Interview with Neil Mitchell, 3AW",17 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-5
69,https://www.pm.gov.au/media?page=69/,Interview with Studio 10,17 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-studio-10-0
69,https://www.pm.gov.au/media?page=69/,"Interview with Sabra Lane, ABC AM",17 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-abc-am-5
69,https://www.pm.gov.au/media?page=69/,New $400 million incentive to boost jobs for screen industry,17 Jul 2020,Media release,https://www.pm.gov.au/media/new-400-million-incentive-boost-jobs-screen-industry
70,https://www.pm.gov.au/media?page=70/,"Interview with Neil Breen, 4BC",17 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-neil-breen-4bc-0
70,https://www.pm.gov.au/media?page=70/,Interview on Sunrise,17 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-3
70,https://www.pm.gov.au/media?page=70/,Interview on Today,17 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-today-3
70,https://www.pm.gov.au/media?page=70/,Our united states will get through this together,17 Jul 2020,Opinion,https://www.pm.gov.au/media/our-united-states-will-get-through-together
70,https://www.pm.gov.au/media?page=70/,"Interview with Tracy Grimshaw, ACA - Channel 9",16 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-tracy-grimshaw-aca-channel-9
70,https://www.pm.gov.au/media?page=70/,"Press Conference Australian Parliament House, ACT",16 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-23
70,https://www.pm.gov.au/media?page=70/,JobTrainer skills package for economic recovery and growth,16 Jul 2020,Media release,https://www.pm.gov.au/media/jobtrainer-skills-package-economic-recovery-and-growth
70,https://www.pm.gov.au/media?page=70/,More Australian Defence Force Personnel to Join Victoria’s Coronavirus Response,14 Jul 2020,Media statement,https://www.pm.gov.au/media/more-australian-defence-force-personnel-join-victoria%E2%80%99s-coronavirus-response
70,https://www.pm.gov.au/media?page=70/,Interview with Ray Hadley,13 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley
71,https://www.pm.gov.au/media?page=71/,National Cabinet,10 Jul 2020,Media statement,https://www.pm.gov.au/media/national-cabinet
71,https://www.pm.gov.au/media?page=71/,"Press Conference - Australian Parliament House, ACT",10 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-10jul20
71,https://www.pm.gov.au/media?page=71/, Japan-Australia Leaders’ VTC Meeting,09 Jul 2020,Media release,https://www.pm.gov.au/media/japan-australia-leaders-vtc-meeting
71,https://www.pm.gov.au/media?page=71/,"Press Conference - Australian Parliament House, ACT",09 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-22
71,https://www.pm.gov.au/media?page=71/,Extradition Treaty with Hong Kong,09 Jul 2020,Media release,https://www.pm.gov.au/media/extradition-treaty-hong-kong
71,https://www.pm.gov.au/media?page=71/,Hong Kong,09 Jul 2020,Media statement,https://www.pm.gov.au/media/hong-kong
71,https://www.pm.gov.au/media?page=71/,Virtual leaders' meeting with the Prime Minister of Japan,08 Jul 2020,Media statement,https://www.pm.gov.au/media/virtual-leaders-meeting-prime-minister-japan
71,https://www.pm.gov.au/media?page=71/,Press Conference - Australian Parliament House,08 Jul 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-8
71,https://www.pm.gov.au/media?page=71/,Supporting older Australians,08 Jul 2020,Media release,https://www.pm.gov.au/media/supporting-older-australians
72,https://www.pm.gov.au/media?page=72/,"Interview with Jim Wilson, 2GB",06 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-jim-wilson-2gb
72,https://www.pm.gov.au/media?page=72/,More than half a billion dollars to unlock infrastructure jobs in Victoria,06 Jul 2020,Media release,https://www.pm.gov.au/media/more-half-billion-dollars-unlock-infrastructure-jobs-victoria
72,https://www.pm.gov.au/media?page=72/,Interview on Sounds of the Mountains,03 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-sounds-mountains
72,https://www.pm.gov.au/media?page=72/,"Doorstop - Hume, ACT",02 Jul 2020,Transcript,https://www.pm.gov.au/media/doorstop-hume-act
72,https://www.pm.gov.au/media?page=72/,New Weapons Boost Army Capability and Secure Jobs,02 Jul 2020,Media release,https://www.pm.gov.au/media/new-weapons-boost-army-capability-and-secure-jobs
72,https://www.pm.gov.au/media?page=72/,Address - Launch of the 2020 Defence Strategic Update,01 Jul 2020,Speech,https://www.pm.gov.au/media/address-launch-2020-defence-strategic-update
72,https://www.pm.gov.au/media?page=72/,Interview on Sunrise,01 Jul 2020,Media release,https://www.pm.gov.au/media/interview-sunrise-010720
72,https://www.pm.gov.au/media?page=72/,Long Range Strike Capabilities to Maintain Regional Security,01 Jul 2020,Media release,https://www.pm.gov.au/media/long-range-strike-capabilities-maintain-regional-security
72,https://www.pm.gov.au/media?page=72/,Interview on Today,01 Jul 2020,Transcript,https://www.pm.gov.au/media/interview-today-2
73,https://www.pm.gov.au/media?page=73/,Defending Australia and its Interests,01 Jul 2020,Media release,https://www.pm.gov.au/media/defending-australia-and-its-interests
73,https://www.pm.gov.au/media?page=73/,"Doorstop - Lobs Hole, NSW",01 Jul 2020,Transcript,https://www.pm.gov.au/media/doorstop-lobs-hole-nsw
73,https://www.pm.gov.au/media?page=73/,The Consumer Data Right arrives,01 Jul 2020,Media release,https://www.pm.gov.au/media/consumer-data-right-arrives
73,https://www.pm.gov.au/media?page=73/,Environmental Approval for Snowy Hydro 2.0,30 Jun 2020,Media release,https://www.pm.gov.au/media/environmental-approval-snowy-hydro-20
73,https://www.pm.gov.au/media?page=73/,Nation's largest ever investment in cyber security,30 Jun 2020,Media release,https://www.pm.gov.au/media/nations-largest-ever-investment-cyber-security
73,https://www.pm.gov.au/media?page=73/,"Doorstop - Macquarie Park, NSW",29 Jun 2020,Transcript,https://www.pm.gov.au/media/doorstop-macquarie-park-nsw
73,https://www.pm.gov.au/media?page=73/,Joint Media Statement - Owen Harries,29 Jun 2020,Media statement,https://www.pm.gov.au/media/joint-media-statement-owen-harries
73,https://www.pm.gov.au/media?page=73/,"Interview with Ray Hadley, 2GB",29 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-2gb-2
73,https://www.pm.gov.au/media?page=73/,$1 billion to unlock thousands of infrastructure jobs in NSW,29 Jun 2020,Media release,https://www.pm.gov.au/media/1-billion-unlock-thousands-infrastructure-jobs-nsw
74,https://www.pm.gov.au/media?page=74/,"Press Conference Australian Parliament House, ACT",26 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-21
74,https://www.pm.gov.au/media?page=74/,National Cabinet Statement,26 Jun 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-statement-0
74,https://www.pm.gov.au/media?page=74/,"Interview with Karl Stefanovic, ACA",26 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-aca
74,https://www.pm.gov.au/media?page=74/,"Interview with Ben Fordham, 2GB",26 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-6
74,https://www.pm.gov.au/media?page=74/,Trans-Tasman hosts for 2023 FIFA Women’s World Cup,26 Jun 2020,Media statement,https://www.pm.gov.au/media/trans-tasman-hosts-2023-fifa-womens-world-cup
74,https://www.pm.gov.au/media?page=74/,"Doorstop - Rooty Hill, NSW",25 Jun 2020,Transcript,https://www.pm.gov.au/media/doorstop-rooty-hill-nsw
74,https://www.pm.gov.au/media?page=74/,$250 million JobMaker plan to restart Australia's creative economy,25 Jun 2020,Media release,https://www.pm.gov.au/media/250-million-jobmaker-plan-restart-australias-creative-economy
74,https://www.pm.gov.au/media?page=74/,$46 million to unlock infrastructure jobs in Tasmania,25 Jun 2020,Media release,https://www.pm.gov.au/media/46-million-unlock-infrastructure-jobs-tasmania
74,https://www.pm.gov.au/media?page=74/,$145 million to unlock infrastructure jobs in SA,24 Jun 2020,Media release,https://www.pm.gov.au/media/145-million-unlock-infrastructure-jobs-sa
75,https://www.pm.gov.au/media?page=75/,"Press Conference Eden, NSW",23 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-eden-nsw
